,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
342,2,700,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,12000
343,1,850,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,8500
344,2,550,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,9500
345,2,550,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,7500
346,2,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,12000
347,3,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,20000
348,2,650,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,8500
349,3,1050,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,20000
350,2,960,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,6000
351,2,650,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,5500
352,1,550,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,7000
353,2,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,7000
354,1,450,3,Super Area,Kolkata,Unfurnished,Family,1,6500
355,2,850,1,Super Area,Kolkata,Unfurnished,Bachelors,2,10000
356,1,300,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5200
357,2,1000,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,13000
358,2,500,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
359,2,756,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,12000
360,1,1000,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,15000
361,1,150,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
362,1,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,8000
363,2,700,2,Super Area,Kolkata,Unfurnished,Bachelors,2,8000
364,1,420,3,Super Area,Kolkata,Unfurnished,Bachelors,1,5000
365,2,800,0,Super Area,Kolkata,Unfurnished,Bachelors,1,10000
366,2,288,2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,12000
367,2,900,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,8000
368,2,850,1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,21000
369,1,350,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,5000
370,2,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,9000
371,2,1600,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,8000
372,2,986,2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,7000
373,3,1330,1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,35000
374,3,1300,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,15000
375,2,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,6200
376,2,800,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,9900
377,2,850,0,Super Area,Kolkata,Unfurnished,Bachelors,1,7000
378,1,322,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
379,2,800,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,6500
380,4,1500,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,40000
381,3,3500,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,40000
382,2,957,1,Carpet Area,Kolkata,Furnished,Bachelors,2,12000
383,1,850,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,6500
384,2,900,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,10000
385,2,600,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,15000
386,1,350,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,5000
387,2,800,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
388,2,320,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
389,3,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,15000
390,2,700,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,10000
391,2,1200,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,22000
392,2,750,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,8500
393,3,1200,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,35000
394,2,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
395,3,1430,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,8500
396,2,450,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
397,4,800,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,35000
398,1,400,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
399,2,650,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,8000
400,1,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
401,2,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
402,3,1200,1,Carpet Area,Kolkata,Unfurnished,Family,2,15000
403,2,700,3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,9000
404,1,300,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,5000
405,3,1200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,8000
406,3,1300,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,35000
407,1,400,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
408,3,1320,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,35000
409,2,1000,0,Super Area,Kolkata,Furnished,Bachelors/Family,2,11000
410,2,700,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,10000
411,2,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,6500
412,2,900,0,Super Area,Kolkata,Furnished,Bachelors/Family,1,6000
413,3,1700,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,36125
414,2,600,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,6800
415,2,850,1,Carpet Area,Kolkata,Unfurnished,Family,2,8500
416,2,550,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,5000
417,1,650,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,6500
418,1,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,6500
419,2,475,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,4500
420,1,200,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
421,1,400,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,10000
422,1,500,0,Super Area,Kolkata,Furnished,Bachelors/Family,1,12000
423,2,550,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,12000
424,2,800,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,12000
425,2,1000,2,Super Area,Kolkata,Furnished,Bachelors/Family,2,9000
426,1,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,5000
427,1,300,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
428,2,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
429,2,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
430,2,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,8500
431,1,450,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
432,2,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,23000
433,2,650,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
434,2,780,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,8500
435,3,1100,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,22000
436,1,800,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
437,1,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,7000
438,1,400,3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,5000
439,1,450,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
440,2,550,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6500
441,2,600,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,8000
442,1,200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5500
443,2,500,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,6000
444,1,450,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,5500
445,2,1050,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,10000
446,3,1000,2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,10000
447,2,1200,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,10000
448,3,1100,1,Super Area,Kolkata,Semi-Furnished,Family,2,12000
449,1,220,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5200
450,1,350,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,4000
451,3,1100,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,30000
452,2,800,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5146
453,2,950,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,12000
454,3,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
455,2,700,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,8500
456,1,500,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
457,2,570,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,9500
458,2,650,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,8000
459,3,1200,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,15000
460,5,960,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,22500
461,2,1250,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,12500
462,3,120,2,Super Area,Kolkata,Furnished,Bachelors/Family,2,34000
463,3,950,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,14000
464,1,600,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,9500
465,2,750,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,7000
466,3,1200,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,20000
467,1,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,6500
468,1,600,0,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,7500
469,2,700,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6500
470,2,850,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,9500
471,1,500,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,1800
472,2,650,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,7500
473,2,800,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,10000
474,3,830,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,15000
475,2,600,0,Super Area,Kolkata,Unfurnished,Bachelors,1,7000
476,2,800,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
477,2,1200,0,Super Area,Kolkata,Semi-Furnished,Family,2,14000
478,2,1000,0,Super Area,Kolkata,Furnished,Bachelors/Family,2,22000
479,2,750,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,18000
480,2,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,10000
481,2,1200,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,6000
482,2,750,4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,10000
483,3,1500,11,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,10000
484,1,300,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
485,3,800,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,10000
486,2,450,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,7000
487,4,1200,5,Super Area,Kolkata,Furnished,Bachelors/Family,2,10000
488,2,500,11,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,6000
489,2,900,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,18000
490,2,460,0,Carpet Area,Kolkata,Unfurnished,Bachelors,1,8000
491,2,530,2,Super Area,Kolkata,Semi-Furnished,Family,1,8000
492,2,650,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,13000
493,2,700,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,20000
494,2,400,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
495,2,1000,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,12000
496,1,400,0,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,10000
497,2,700,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,14000
498,2,850,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,10000
499,2,558,3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,10500
500,2,800,3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
501,2,900,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,12000
502,3,1600,1,Super Area,Kolkata,Furnished,Bachelors/Family,2,14000
503,1,150,1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,3700
504,3,1600,0,Carpet Area,Kolkata,Unfurnished,Bachelors,2,40000
505,3,1000,2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,25000
506,1,700,1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2200
507,1,175,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,3300
508,1,450,0,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,5000
509,3,1700,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,3,60000
510,2,425,2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,6000
511,3,900,1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,7000
512,1,400,4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
513,2,600,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,11000
514,2,721,3,Super Area,Kolkata,Furnished,Bachelors/Family,2,10000
515,3,1150,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,22000
516,3,2210,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,3,65000
517,2,675,0,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,7500
518,2,1320,-2,Super Area,Kolkata,Furnished,Bachelors/Family,2,45000
519,1,250,0,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,5000
520,2,720,0,Super Area,Kolkata,Unfurnished,Bachelors,2,12000
521,5,1880,2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,25000
522,3,850,1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,18000
523,2,1050,1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,25000
524,1,320,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,25000
525,2,750,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,70000
526,1,450,7,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,45000
527,3,1100,2,Carpet Area,Mumbai,Unfurnished,Family,3,75000
528,1,640,6,Super Area,Mumbai,Furnished,Bachelors/Family,1,14000
529,1,650,4,Super Area,Mumbai,Unfurnished,Bachelors,1,60000
530,2,800,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,160000
531,4,1600,43,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,300000
532,1,460,2,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,22000
533,4,1650,13,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,130000
534,1,480,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,33000
535,1,500,1,Carpet Area,Mumbai,Furnished,Bachelors,2,32000
536,1,490,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,30000
537,1,620,2,Super Area,Mumbai,Furnished,Bachelors/Family,1,49000
538,2,518,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,28000
539,2,700,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,33500
540,2,777,18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,85000
541,2,650,6,Carpet Area,Mumbai,Unfurnished,Family,2,35000
542,3,1800,3,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,270000
543,5,2308,17,Carpet Area,Mumbai,Furnished,Family,5,400000
544,1,425,11,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,21000
545,2,890,7,Carpet Area,Mumbai,Unfurnished,Bachelors,2,150000
546,1,270,14,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,22000
547,2,850,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,100000
548,2,888,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,60000
549,2,650,-1,Carpet Area,Mumbai,Semi-Furnished,Family,2,8000
550,1,275,19,Carpet Area,Mumbai,Unfurnished,Bachelors,1,20000
551,2,700,3,Carpet Area,Mumbai,Semi-Furnished,Family,2,20000
552,1,375,1,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,25000
553,1,424,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,14000
554,1,400,8,Super Area,Mumbai,Furnished,Bachelors/Family,2,19411
555,1,450,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,23000
556,4,2079,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,190000
557,2,586,0,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,32000
558,2,610,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,68000
559,1,488,-1,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,30000
560,3,1200,60,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,110000
561,2,722,34,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,44000
562,1,450,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,20000
563,1,500,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,25000
564,2,680,5,Carpet Area,Mumbai,Furnished,Bachelors,2,40000
565,2,1150,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,43000
566,2,830,2,Carpet Area,Mumbai,Furnished,Bachelors,2,44000
567,1,550,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,75000
568,1,470,6,Carpet Area,Mumbai,Semi-Furnished,Family,2,32000
569,1,410,9,Carpet Area,Mumbai,Semi-Furnished,Family,2,16000
570,2,710,11,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,65000
571,2,750,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,45000
572,2,800,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,57000
573,1,435,3,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,27000
574,1,500,26,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,57000
575,2,800,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,55000
576,1,540,2,Carpet Area,Mumbai,Semi-Furnished,Family,2,40000
577,2,1050,25,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,95000
578,2,700,25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,85000
579,4,1600,53,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,300000
580,2,600,2,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,80000
581,1,300,0,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,13000
582,1,550,3,Carpet Area,Mumbai,Unfurnished,Bachelors,2,28000
583,3,932,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,89000
584,1,450,13,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,28000
585,2,600,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,13000
586,1,424,16,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,24000
587,2,560,0,Carpet Area,Mumbai,Furnished,Bachelors,2,38000
588,1,450,10,Carpet Area,Mumbai,Unfurnished,Bachelors,2,32000
589,4,3000,39,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,350000
590,1,600,3,Carpet Area,Mumbai,Furnished,Family,2,40000
591,3,1400,16,Carpet Area,Mumbai,Furnished,Bachelors,3,150000
592,2,630,10,Carpet Area,Mumbai,Unfurnished,Bachelors,2,45000
593,3,1400,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,170000
594,1,320,12,Super Area,Mumbai,Furnished,Family,1,30000
595,2,1000,4,Carpet Area,Mumbai,Unfurnished,Bachelors,2,210000
596,3,1150,32,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,75000
597,2,751,3,Carpet Area,Mumbai,Semi-Furnished,Family,2,47000
598,2,570,4,Carpet Area,Mumbai,Furnished,Family,2,14000
599,2,696,13,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,55000
600,4,1600,9,Carpet Area,Mumbai,Unfurnished,Family,4,120000
601,3,2500,47,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,300000
602,3,1150,7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,70000
603,3,1500,7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,150000
604,3,950,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,62000
605,2,750,11,Carpet Area,Mumbai,Unfurnished,Bachelors,2,42000
606,2,715,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,130000
607,3,1337,28,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,170000
608,3,737,13,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,20000
609,2,750,6,Carpet Area,Mumbai,Unfurnished,Bachelors,2,41000
610,2,760,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,65000
611,2,750,8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,50000
612,2,650,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,85000
613,2,1000,4,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,50000
614,1,570,0,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,30000
615,2,900,5,Carpet Area,Mumbai,Semi-Furnished,Family,2,120000
616,2,760,3,Carpet Area,Mumbai,Unfurnished,Family,2,60000
617,3,1500,17,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,110000
618,3,1150,10,Carpet Area,Mumbai,Unfurnished,Family,3,84500
619,3,1100,8,Carpet Area,Mumbai,Semi-Furnished,Family,3,80000
620,3,1000,9,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,50000
621,2,720,14,Carpet Area,Mumbai,Unfurnished,Bachelors,2,40000
622,1,365,18,Carpet Area,Mumbai,Furnished,Family,1,34000
623,4,2000,9,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,220000
624,1,400,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,25000
625,3,1330,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,150000
626,3,850,25,Carpet Area,Mumbai,Semi-Furnished,Family,3,85000
627,4,2000,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,180000
628,2,700,2,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,40000
629,2,900,7,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,50000
630,2,650,10,Carpet Area,Mumbai,Furnished,Family,2,38000
631,4,2600,-1,Carpet Area,Mumbai,Unfurnished,Family,4,310000
632,2,680,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,50000
633,3,950,-1,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,65000
634,4,1783,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,210000
635,3,1330,-1,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,150000
636,1,565,1,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,32000
637,1,450,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,26000
638,2,710,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,60000
639,3,1514,34,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,190000
640,3,1080,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,100000
641,2,700,5,Carpet Area,Mumbai,Unfurnished,Family,2,35000
642,3,890,11,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,68000
643,3,1250,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,150000
644,1,300,4,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,18000
645,2,720,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,55000
646,3,825,20,Carpet Area,Mumbai,Furnished,Family,3,65000
647,2,500,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,80000
648,2,750,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,53000
649,2,750,15,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,80000
650,1,360,3,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,18000
651,4,1545,65,Carpet Area,Mumbai,Semi-Furnished,Family,5,250000
652,1,400,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,17500
653,3,750,6,Carpet Area,Mumbai,Unfurnished,Family,2,43000
654,1,432,5,Carpet Area,Mumbai,Unfurnished,Family,2,13500
655,2,780,17,Carpet Area,Mumbai,Unfurnished,Family,2,18000
656,2,695,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,75000
657,1,375,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,18000
658,3,1095,40,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,160000
659,1,475,4,Carpet Area,Mumbai,Semi-Furnished,Family,2,32000
660,2,790,9,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,55000
661,2,661,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,47000
662,2,700,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,35000
663,1,420,6,Carpet Area,Mumbai,Semi-Furnished,Family,1,15000
664,2,750,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,50000
665,2,950,0,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,25500
666,5,1880,15,Carpet Area,Mumbai,Furnished,Family,5,350000
667,3,1350,11,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,55000
668,1,330,4,Super Area,Mumbai,Semi-Furnished,Family,1,25000
669,2,750,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,50000
670,2,925,10,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,65000
671,3,1150,17,Carpet Area,Mumbai,Semi-Furnished,Family,3,50000
672,3,1105,15,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,65000
673,3,1050,9,Carpet Area,Mumbai,Furnished,Bachelors,3,160000
674,1,410,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,25000
675,1,460,7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,32000
